uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
3766,the_lady_from_shanghai_1947,The Lady from Shanghai,The Lady from Shanghai,1947-12-24,2300000.0,,8,7.2,102,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,I told you... you know nothing about wickedness,6681,Orson Welles
18616,no_mans_land_the_rise_of_reeker_2008,No Man's Land: The Rise of Reeker,No Man's Land: The Rise of Reeker,2008-05-01,2000000.0,,4,4.4,27,"A sheriff and his son who are tracking down a group of bank robbers on their way to Mexico, only to discover that they are being stalked by a far more deadly enemy — The Reeker.",,6682,Dave Payne
18808,highway_2002,Highway,Highway,2002-01-01,14000000.0,,3,5.6,37,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",It started as a desperate escape and became the wildest ride of their lives,6339,James Cox
95755,small_apartments_2012,Small Apartments,Small Apartments,2012-03-10,2000000.0,,5,5.7,50,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.",,6436,Jonas Åkerlund
198062,coffee_town_2013,Coffee Town,Coffee Town,2013-07-09,,,2,6.7,45,Three thirty-something friends band together when their carefree existence is threatened.,,6683,Brad Copeland
188652,the_ghastly_love_of_johnny_x_2013,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,2013-04-26,,,0,6.6,8,"A truly mad concoction, blending 1950s juvenile delinquents, sci-fi melodrama, song-and-dance, and a touch of horror, everything in just the right combination to create an engaging big screen spectacle! This curious and curiously entertaining story involves one Jonathan Xavier and his devoted misfit gang who, incidentally, have been exiled to Earth from the far reaches of outer space. Johnny's former girlfriend Bliss has left him and stolen his Resurrection Suit, a cosmic, mind-bending uniform that gives the owner power over others. Along the way, there will be several highly stylized musical numbers, lots of genuinely humorous dialogue, and a wacky plot-twist or two, all beautifully captured on the very last of Kodak's black-and-white Plus-X film stock.",They Sing! They Dance! They're Juvenile Delinquents from Outer Space!,6684,Paul Bunnell
174311,all_is_bright_2013,All Is Bright,All Is Bright,2013-09-10,,,3,5.3,36,"Two French Canadian ne’er-do-wells travel to New York City with a scheme to a get rich quick selling Christmas trees. Easygoing charmer Rene (Paul Rudd) clashes with misanthropic ex-con Dennis (Paul Giamatti), whose wife Rene just stole. Still, this odd couple must make an honest go of it in this fresh buddy comedy co-starring Sally Hawkins, by the director of the indie breakout hit Junebug.",All is busted. All is broke. All is bitter. All is BRIGHT.,6685,Phil Morrison
12602,the_torture_chamber_of_dr_sadism_1967,The Torture Chamber of Dr. Sadism,Die Schlangengrube und das Pendel,1967-10-05,,,1,6.3,12,"In the Olden Tymes, Count Regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. Thirty-five years later, he comes back to seek revenge on the daughter of his intended thirteenth victim and the son of his prosecutor in order to attain immortal life.",UNBELIEVABLE! Until You See It With Your Own Eyes!,6686,Harald Reinl
153795,straight_as_2013,Straight A's,Straight A's,2013-01-16,7000000.0,,4,5.2,46,"Pressured by his deceased mother's ghost to return home to the family he abandoned, a former addict grabs a bag of pills and a sack of marijuana and hits the road to Shreveport.",,6339,James Cox
17768,a_funny_thing_happened_on_the_way_to_the_forum_1966,A Funny Thing Happened on the Way to the Forum,A Funny Thing Happened on the Way to the Forum,1966-10-16,,,8,6.1,24,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,Something for Everyone!,5180,Richard Lester
13516,slacker_uprising_2007,Slacker Uprising,Slacker Uprising,2007-09-27,,,1,5.9,10,"Slacker Uprising is a movie of Michael Moore's tour of colleges in swing states during the 2004 election, with a goal to encourage 18–29 year olds to vote, and the response it received. The film is a re-edited version of Captain Mike Across America, which played at the Toronto International Film Festival in 2007. It is one of the first feature length films made by a known director to be released as a free and legal download online. The free download is only available to those residing in the United States and Canada. The film was also made available free for online viewing and download on the Lycos Cinema platform as well as iTunes and blip.tv. It had a one-night-only run at the Michigan Theater, where Michael Moore spoke briefly. The film is available in DVD format. Slacker Uprising features live performances or appearances by Eddie Vedder, Roseanne Barr, Joan Baez, Tom Morello, R.E.M., Steve Earle, and Viggo Mortensen. The original score is by Anti-Flag.",,5697,Michael Moore
98549,the_legend_of_hells_gate_an_american_conspiracy_2011,The Legend of Hell's Gate: An American Conspiracy,The Legend of Hell's Gate: An American Conspiracy,2011-03-03,,,1,3.9,8,"In 1870s Texas, a ruthless bounty hunter and an Irish desperado flee the law with a young criminal claiming to possess a treasure more valuable than gold. Crossing paths with some of the West’s most notorious figures, the three outlaws fight for their lives in the pursuit of fame and fortune. Fueled by an ensemble cast and inspired by actual events, THE LEGEND OF HELL’S GATE blends legend and history into a Western spectacle that recounts a treacherous existence in post Civil War Texas.",Justice was delieverd by the fastest gun.,6687,Tanner Beard
312793,the_walking_deceased_2015,The Walking Deceased,Walking with the Dead,2015-03-20,,,1,4.2,35,"THE WALKING DECEASED is the Scary Movie of the zombie genre, ripping on the biggest and best of zombie pop-culture, arguably the most crazed genre in the world. The story follows a group of survivors from all walks of the apocalypse – an idiotic Sheriff with definite coma-induced brain damage, his hardass son and a hobo with only a crossbow to stave off the walking dead, four squabbling friends forced to survive this zombieland together, and a lonely zombie who just needs love to fully regain his warm body – who leave their once-safe mall hideout in search of the rumored Safe Haven Ranch, a refuge untouched by the zombie virus that has ravaged humanity. But despite the comforting name, they discover that this sanctuary may not be as welcoming as advertised.",,6688,Scott Dow
309919,the_curse_of_downers_grove_2015,The Curse of Downers Grove,The Curse of Downers Grove,2015-08-21,2000000.0,,2,4.4,24,"The town of Downers Grove looks like your average suburban neighborhood -- but Downers Grove has a disturbing secret.... For the past eight years, one senior from every high school graduating class has met a bizarre death right before graduation day. And this year, Chrissie Swanson has a terrible feeling that she is going to be the one to die. Can Chrissie survive the curse of Downers Grove or will she, like those seniors before her, fall prey to the town's deadly secret?",High school can be murder.,6689,Derick Martini
299553,shark_lake_2015,Shark Lake,Shark Lake,2015-10-02,2000000.0,,1,4.4,19,"Meredith Hendricks happens to be the best cop in her quiet town on Lake Tahoe. When a black-market exotic species dealer named Clint is paroled from prison, something he let loose begins to make its presence known. Swimmers and land-lovers alike begin to become part of the food chain at an unbelievable rate. Meredith and her team discover that they're not just hunting one eating machine, but a whole family of them. Not everyone will make it out alive, but those who do will never forget this summer at Shark Lake.",In this lake you have to fight to survive,6690,Jerry Dugan
21309,rivers_edge_1986,River's Edge,River's Edge,1986-08-27,19000000.0,,6,6.7,59,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",The most controversial film you will see this year.,6691,Tim Hunter
32235,northfork_2003,Northfork,Northfork,2003-01-01,,,1,6.7,24,"""We are all angels. It is what we do with our wings that separates us."" In the next two days, the town of Northfork will cease to exist. The year is 1955 and Northfork is literally about to be ""dammed,"" flooded to make way for a new hydroelectric project.",,5951,Michael Polish
329540,the_marine_4_moving_target_2015,The Marine 4: Moving Target,The Marine 4: Moving Target,2015-04-10,1950000.0,,3,5.8,49,"WWE Superstar Mike ""The Miz"" Mizanin returns as Jake Carter where he is assigned to protect a whistleblower who wishes to expose a corrupt military defence contractor. However, the military hires a heavily armed team of mercenaries to kill her and it's up to Carter to stop them at any cost.",,6324,William Kaufman
26388,buried_2010,Buried,Buried,2010-09-24,1987650.0,19152480.0,32,6.6,827,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",5772,Rodrigo Cortés
49020,submarine_2011,Submarine,Submarine,2011-03-18,,864659.0,8,7.4,443,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",A comedy that doesn't let principles stand in the way of progress.,6692,Richard Ayoade
159037,the_square_2013,The Square,The Square,2013-06-07,,,4,7.8,55,"The Square, a new film by Jehane Noujaim (Control Room; Rafea: Solar Mama), looks at the hard realities faced day-to-day by people working to build Egypt’s new democracy. Catapulting us into the action spread across 2011 and 2012, the film provides a kaleidoscopic, visceral experience of the struggle. Cairo’s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarek’s fall. The life-and-death struggle between the people and the power of the state is still playing out.",What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,6693,Jehane Noujaim
12838,one_to_another_2006,One to Another,Chacun sa nuit,2006-07-21,,,4,5.8,12,"A story about bunch of people who live in a town in provincial France. At the center of it all is Pierre, a conceited and vain bisexual musician in his late teens who acts as a magnet, to varying degrees, for a whole array of characters - from his sister Lucie, with whom he has a heated incestuous relationship, to a city councilor with whom he participates in gay orgies. When Pierre turns up dead, Lucie investigates the reasons for his demise and charts the network of sadomasochistic relationships that crisscross the town.",,6694,Jean-Marc Barr
157293,abcd_any_body_can_dance_2013,ABCD (Any Body Can Dance),एबीसीडी,2013-02-07,,222000.0,1,5.6,10,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",India's First 3D Dance movie,6695,Remo D'Souza
14048,man_on_wire_2008,Man on Wire,Man on Wire,2008-07-25,,2957978.0,14,7.5,275,"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",1974. 1350 feet up. The artistic crime of the century.,5847,James Marsh
356987,abandoned_2015,Abandoned,Abandoned,2015-08-30,,,3,5.8,27,When their yacht capsizes during a storm; four men face almost certain death.,,6696,John Laing
295886,brotherly_love_2015,Brotherly Love,Brotherly Love,2015-04-24,1900000.0,,1,6.9,21,West Philadelphia basketball star Sergio Taylor deals with the pressures of fame while his brother and sister have their own issues with ambition.,,6697,Jamal Hill
38358,the_last_exorcism_2010,The Last Exorcism,The Last Exorcism,2010-08-27,1800000.0,67738090.0,14,5.6,328,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",Believe In Him.,6698,Daniel Stamm
33511,nowhere_boy_2009,Nowhere Boy,Nowhere Boy,2009-12-25,,,1,7.2,244,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,As a boy all John Lennon needed was love.,5305,Sam Taylor-Johnson
702,a_streetcar_named_desire_1951,A Streetcar Named Desire,A Streetcar Named Desire,1951-09-18,1800000.0,8000000.0,14,7.6,281,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,"...Blanche, who wanted so much to stay a lady...",6648,Elia Kazan
935,dr_strangelove_or_how_i_learned_to_stop_worrying_and_love_the_bomb_1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000.0,9440272.0,41,8.0,1442,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",The hot-line suspense comedy,5089,Stanley Kubrick
542,the_crime_of_padre_amaro_2002,The Crime of Padre Amaro,El Crimen del Padre Amaro,2002-10-01,1800000.0,,2,6.2,36,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,Lead us not into temptation,6699,Carlos Carrera
84175,beasts_of_the_southern_wild_2012,Beasts of the Southern Wild,Beasts of the Southern Wild,2012-06-29,1800000.0,21107746.0,12,6.8,403,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",I  gotta take care of mine.,6700,Benh Zeitlin
1705,battle_for_the_planet_of_the_apes_1973,Battle for the Planet of the Apes,Battle for the Planet of the Apes,1973-06-15,1700000.0,8844595.0,13,5.5,215,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,6701,J. Lee Thompson
62677,songcatcher_2001,Songcatcher,Songcatcher,2001-03-01,,,3,5.6,9,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserved intact by the seclusion of the mountains. With the goal of securing her promotion, Lily ventures into the most isolated areas of the mountains to collect the songs and finds herself increasingly enchanted.",Fall under its spell..,6702,Maggie Greenwald
50875,higher_ground_2011,Higher Ground,Higher Ground,2011-08-26,2000000.0,841733.0,1,5.3,14,A chronicle of one woman's lifelong struggle with her faith.,,6703,Vera Farmiga
260778,vaalu_2015,Vaalu,வாலு,2015-08-14,,,0,6.7,5,"Sharp (Simbu), a happy-go-lucky guy, loves Priya (Hansika), a college student, but later learns that she is enagaged to Anbu ( Aditya), a businessman-gangster. Priya wants them to remain friends and Sharp agrees, all the while scheming to make her fall in love with him.",Life is what u make it,6704,Vijay Chandar
58492,the_greatest_movie_ever_sold_2011,The Greatest Movie Ever Sold,The Greatest Movie Ever Sold,2011-04-22,,621951.0,0,6.4,88,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement.","He's not selling out, he's buying in.",6076,Morgan Spurlock
44562,ed_and_his_dead_mother_1993,Ed and His Dead Mother,Ed and His Dead Mother,1993-06-04,,,0,5.5,12,"A mourning son makes a deal to reanimate his one year dead mother, however things turn into an unexpected direction.",A family reunion with some minor complications.,6705,Jonathan Wacks
37232,travellers_and_magicians_2003,Travellers and Magicians,Travellers and Magicians,2003-09-09,,,0,6.8,9,"A young government official, named Dondup, who is smitten with America (he even has a denim gho) dreams of escaping there while stuck in a beautiful but isolated village. He hopes to connect in the U.S. with a visa out of the country. He misses the one bus out of town to Thimphu, however, and is forced to hitchhike and walk along the Lateral Road to the west, accompanied by an apple seller, a Buddhist monk with his ornate, dragon-headed dramyin, a drunk, a widowed rice paper maker, and his beautiful daughter, Sonam.",The bitter and the sweet of temporary things.,6706,Khyentse Norbu
4929,hang_em_high_1968,Hang 'em High,Hang 'em High,1968-07-31,1800000.0,6800000.0,11,6.7,192,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,6536,Ted Post
36334,deadline_u_s_a_1952,Deadline - U.S.A.,Deadline - U.S.A.,1952-03-14,,,0,6.9,17,"With three days before his paper folds, a crusading editor tries to expose a vicious gangster.",,6499,Richard Brooks
9783,sublime_2007,Sublime,Sublime,2007-06-15,,,6,5.3,33,"Admitted to Mt. Abaddon Hospital for a routine procedure, George Grieves discovers that his condition is much more serious and complicated than originally expected; and as his own fears begin to manifest around him, he learns that Mt. Abaddon is not a place where people come to get better... it is a place where people come to die.",,6707,Tony Krantz
386826,a_beginners_guide_to_snuff_2016,A Beginner's Guide to Snuff,A Beginner's Guide to Snuff,2016-03-04,,,0,,,"Two brothers, desperate to break into the world of television and film, decide to enter a horror movie contest. And what could be more horrifying than the elusive snuff film?",,6708,Mitchell Altieri
205126,independence_daysaster_2013,Independence Daysaster,Independence Daysaster,2013-06-27,1800000.0,,1,4.2,22,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",,6709,W.D. Hogan
98557,dysfunctional_friends_2012,Dysfunctional Friends,Dysfunctional Friends,2012-02-03,1800000.0,,0,5.0,4,"A group of college friends are reunited after the death of their very successful friend. The will dictates that each person will receive a large sum of money if they can all successfully stay in his mansion for a week. If one person leaves, everyone forfeits the money.",There's a thin line between money and friends.,6710,Corey Grant
104,run_lola_run_1998,Run Lola Run,Lola rennt,1998-08-20,1530000.0,7267585.0,27,7.2,664,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",Every second of every day you're faced with a decision that can change your life.,4936,Tom Tykwer
10894,may_2002,May,May,2002-01-13,500000.0,150277.0,8,6.3,152,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",Be Careful... She Just Might Take Your Heart.,6711,Lucky McKee
246449,against_the_wild_2013,Against the Wild,Against the Wild,2013-12-29,1493619.0,,2,4.9,19,"The action-packed feature film tells the dramatic tale of two siblings and their Alaskan Malamute, who must make an emergency landing when their small plane has engine problems. They find themselves in a beautiful but potentially dangerous natural environment that they must overcome together.",Partners in survival. Friends for life.,6712,Richard Boddington
32579,under_the_same_moon_2008,Under the Same Moon,La misma luna,2008-03-20,,23311391.0,2,7.0,28,"Tells the parallel stories of nine-year-old Carlitos and his mother, Rosario. In the hopes of providing a better life for her son, Rosario works illegally in the U.S. while her mother cares for Carlitos back in Mexico.",The love between a mother and a son knows no Boundraries.,5588,Patricia Riggen
1688,conquest_of_the_planet_of_the_apes_1972,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1972-06-29,1700000.0,9700000.0,18,6.1,236,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,6701,J. Lee Thompson
1999,in_the_bedroom_2001,In the Bedroom,In the Bedroom,2001-11-23,1700000.0,,6,6.4,89,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",A young man. An older woman. Her ex-husband. Things are about to explode...,5931,Todd Field
43947,i_spit_on_your_grave_2010,I Spit on Your Grave,I Spit on Your Grave,2010-06-17,2000000.0,572809.0,26,6.3,519,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",It's Date Night,6713,Steven R. Monroe
24066,happy_texas_1999,"Happy, Texas","Happy, Texas",1999-12-03,1700000.0,1943649.0,2,5.5,39,"Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own.",Escaped convicts disguised as beauty pageant experts? This could get ugly,6714,Mark Illsley
9709,my_summer_of_love_2004,My Summer of Love,My Summer of Love,2004-08-20,,,3,6.0,59,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tasmin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together.",The most dangerous thing to want is more.,6591,Paweł Pawlikowski
191714,the_lunchbox_2013,The Lunchbox,Dabba,2013-09-19,1000000.0,4235151.0,14,7.3,221,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",,6715,Ritesh Batra
25312,yes_2005,Yes,Yes,2005-08-05,,,3,5.9,7,"She is a scientist. He is a Lebanese doctor. They meet at a banquet and fall into a carefree, passionate relationship. But difficulties abound because of his heritage and her loveless marriage. She flies to Havana to sort things out on the beach and in the cabarets. She sends him a ticket, but harbors no illusions that He will join her in this Caribbean melting pot.",,6716,Sally Potter
34106,you_cant_take_it_with_you_1938,You Can't Take It With You,You Can't Take It With You,1938-08-23,1644736.0,7433101.0,3,7.2,79,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,6533,Frank Capra
11426,from_here_to_eternity_1953,From Here to Eternity,From Here to Eternity,1953-08-04,1650000.0,30500000.0,6,7.2,133,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",Pouring out of impassioned pages...brawling their way to greatness on the screen!,6319,Fred Zinnemann
13909,she_wore_a_yellow_ribbon_1949,She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,1949-10-22,1600000.0,5400000.0,8,7.1,61,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it.",John Ford's New and Finest Picture of the Fighting Cavalry!,6528,John Ford
206284,grace_unplugged_2013,Grace Unplugged,Grace Unplugged,2013-10-04,,,2,6.0,24,"A talented young singer and aspiring songwriter’s Christian faith and family ties are tested when she defies her worship-pastor father and pursues pop-music stardom in GRACE UNPLUGGED, a moving and inspiring new film that explores the true meaning of success.",Would you give up what you need... to get everything you want?,6717,Brad J. Silverman
27455,foolish_1999,Foolish,Foolish,1999-04-09,,6033999.0,0,6.3,3,"'Foolish' Waise is a talented comedian with a hard-edge trying to make it in the comedy clubs in LA while his brother is a hard-nosed gangster trying to make it on the streets. With all the competition they face in their chosen ""professions,"" their biggest battle is with each other over the love of a pretty girl.",This big mouth is ready for the big time,6718,Dave Meyers
66468,n_secure_2010,N-Secure,N-Secure,2010-10-15,,2592808.0,0,4.3,4,"N-Secure is a no holds-barred thrilling drama mixed with murder, mayhem and manipulation among affluent professionals. This film sheds light on a man's downfall from the pinnacles of success into the depths of his damaged character. His insecurities lead him into a series of troubled romantic relationships and eventually a web of events that include betrayal and murder.",,6719,David M. Matthews
7973,caramel_2007,Caramel,سكر بنات,2007-07-01,,,4,6.8,52,"In a beauty salon in Beirut the lives of five women cross paths. The beauty salon is a colorful and sensual microcosm where they share and entrust their hopes, fears and expectations.",,6720,Nadine Labaki
283686,out_of_the_dark_2014,Out of the Dark,Out of the Dark,2014-08-27,,,3,4.6,55,"A couple and their daughter moves to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.",,6721,Lluís Quílez
15976,the_bubble_2006,The Bubble,Ha-Buah,2006-06-06,,,1,7.6,20,"The movie follows a group of young friends in the city of Tel Aviv and is as much a love song to the city as it is an exploration of the claim that people in Tel Aviv are isolated from the rest of the country and the turmoil it's going through. The movie looks at young people's lives in Tel Aviv through the POVs of gays and straights, Jews and Arabs, men and women.",,6722,Eytan Fox
592,the_conversation_1974,The Conversation,The Conversation,1974-04-07,1600000.0,4420000.0,20,7.5,372,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",Harry Caul is an invader of privacy. The best in the business.,5179,Francis Ford Coppola
74084,dil_jo_bhi_kahey_2006,Dil Jo Bhi Kahey...,दिल जो भी कहे,2006-12-07,,,0,,,"During the British rule in India, several Indians were lured by the British to travel to distant Mauritius where they would have a better life. Upon reaching this island, the Indians were enslaved, tortured and made to labor in what is now known as the ""Coolie Ghat"". After the British left India, the Indians in Mauritius decided to continue to live there along with other nationals from different countries.",,6723,Romesh Sharma
1651,mississippi_mermaid_1969,Mississippi Mermaid,La sirène du Mississipi,1969-06-18,,,3,6.7,32,"Adapted from a story by William Irish, it's a noirish tale of a man who orders a mail-order bride but receives instead a con woman.",The Bride Came as Advertised...With an Unadvertised Special,6724,François Truffaut
25428,i_love_your_work_2003,I Love Your Work,I Love Your Work,2003-10-05,,,3,6.5,2,"A fictional movie star, Gray Evans, goes through the disintegration of his marriage, his gradual mental breakdown, and his increasing obsession with a young film student who reminds Gray of his own life before becoming famous. A dark psychological drama, I Love Your Work explores the pressures of fame and the difference between getting what you want and wanting what you get.",,6725,Adam Goldberg
298584,cabin_fever_2016,Cabin Fever,Cabin Fever,2016-02-12,,,5,4.4,111,"In this grisly remake of the 2002 horror hit, five college chums rent an isolated woodland cabin for a party. But their fun quickly ends when the group is exposed to a hideous flesh-eating virus, and survival becomes the name of the game.",You can't run from what's inside.,6726,Travis Zariwny
10758,waitress_2007,Waitress,Waitress,2007-05-25,2000000.0,22179430.0,9,6.7,129,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",If only life were as easy as pie,6727,Adrienne Shelly
11690,bloodsport_1988,Bloodsport,Bloodsport,1988-02-26,1500000.0,11806119.0,17,6.6,363,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.",The true story of an American ninja.,6728,Newt Arnold
